Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Phone,Address,Password,Fee_Status,Borrowed_Books,Exam_Schedule,Timetable,Courses_Enrolled,Course_Materials,CGPA_Progress,Notifications
S4235,Emma,Davis,student3235@university.com,Male,18,Business,95.58,99.13,54.26,55.01,87.51,45.9,90.11,74.765,C,23.5,Yes,Yes,High School,Medium,2,5.2,07146502234,"149 High Street, Birmingham",emma265,Pending,Linear Algebra,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.83, 2.07","Attendance warning, Library book due"
S4236,Ali,Jones,student3236@university.com,Male,22,CS,80.39,44.51,98.22,93.26,78.31,11.1,57.72,70.9225,C,26.2,Yes,Yes,Bachelor's,High,8,8.1,07778045797,"146 Queen Street, Sheffield",ali791,Paid,None,"Final - 2026-11-20, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",2.93,None
S4237,John,Smith,student3237@university.com,Male,19,Mathematics,88.31,65.72,73.94,91.6,79.25,81.7,95.66,82.791,B,22.4,No,No,Bachelor's,Low,10,6.3,07251840703,"93 Main Road, Manchester",john573,Pending,"Algorithms Design, Software Engineering, Operating Systems",Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.05, 3.28, 3.6","Attendance warning, Library book due"
S4238,Sara,Johnson,student3238@university.com,Female,24,Business,87.0,54.35,47.86,87.68,60.5,29.1,66.7,60.78450000000001,D,11.9,No,No,PhD,High,6,6.3,07398214782,"102 Mill Road, Manchester",sara996,Pending,"Data Structures, Computer Networks, Algorithms Design","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.11, 3.78, 3.69, 2.08",None
S4239,Omar,Jones,student3239@university.com,Female,24,Business,83.09,77.83,64.37,73.3,81.45,76.7,73.05,72.65700000000001,C,10.6,Yes,Yes,Bachelor's,Low,4,4.8,07337209451,"109 Oak Street, Liverpool",omar832,Pending,"Linear Algebra, Database Systems, Statistics Fundamentals","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.9,Library book due
S4240,Emma,Davis,student3240@university.com,Female,19,Mathematics,91.36,88.41,59.76,87.88,88.53,81.5,96.46,83.2495,B,19.1,Yes,No,High School,Medium,4,8.9,07676706363,"45 Church Lane, Bristol",emma281,Pending,Computer Networks,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.92,Attendance warning
S4241,Maria,Brown,student3241@university.com,Male,20,Mathematics,84.27,97.98,52.85,73.94,94.26,89.2,88.06,79.3045,C,9.9,Yes,Yes,Master's,Medium,7,5.7,07286301122,"28 High Street, Leeds",maria417,Pending,Operating Systems,Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.32,None
S4242,Liam,Smith,student3242@university.com,Male,22,CS,76.7,67.28,96.01,86.83,86.84,75.4,53.72,75.689,C,14.5,Yes,No,,High,7,5.0,07008484264,"149 Station Road, Liverpool",liam335,Paid,Statistics Fundamentals,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",2.8,"Assignment deadline tomorrow, Attendance warning"
S4243,Emma,Jones,student3243@university.com,Female,22,CS,61.85,87.17,92.86,94.01,78.82,56.5,78.91,84.772,B,20.7,No,No,Bachelor's,High,9,4.2,07833367960,"2 Mill Road, Newcastle",emma937,Pending,None,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.58, 3.17, 2.25",None
S4244,Maria,Smith,student3244@university.com,Male,22,CS,87.19,95.02,51.95,94.53,83.66,59.8,65.52,72.43199999999999,C,12.1,Yes,No,High School,Low,4,6.5,07828967136,"83 Park Avenue, Liverpool",maria617,Paid,None,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.9, 2.84",None
S4245,Sara,Johnson,student3245@university.com,Female,23,Business,73.67,81.0,61.13,72.73,74.26,32.1,75.42,69.999,D,14.4,Yes,No,High School,Low,9,4.2,07054946920,"102 Church Lane, Newcastle",sara948,Paid,"Linear Algebra, Operating Systems, Algorithms Design","Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.1, 2.46, 3.25",None
S4246,Maria,Davis,student3246@university.com,Male,22,CS,64.74,54.56,85.74,92.97,61.34,17.7,87.15,76.7285,C,14.0,Yes,Yes,PhD,Low,4,6.3,07856490132,"17 Main Road, Manchester",maria226,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",2.72,"Library book due, Fee due next week"
S4247,Ahmed,Brown,student3247@university.com,Male,22,Business,90.1,76.47,52.51,55.07,94.11,13.1,74.81,65.3675,D,16.5,No,Yes,High School,Low,2,8.5,07495193500,"55 Park Avenue, London",ahmed412,Paid,Data Structures,"Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.72, 2.41",Library book due
S4248,Ahmed,Davis,student3248@university.com,Female,19,Engineering,84.84,98.2,75.49,55.09,76.63,18.2,53.55,66.50399999999999,D,21.9,No,No,Master's,High,7,6.5,07115461758,"117 Park Avenue, Leeds",ahmed375,Paid,None,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.2, 3.33, 2.42, 3.31","Fee due next week, Exam schedule released"
S4249,Ahmed,Smith,student3249@university.com,Male,18,Mathematics,96.87,99.25,81.99,77.41,79.72,93.4,76.5,82.5885,B,24.6,Yes,Yes,High School,Medium,9,4.2,07080388904,"147 Main Road, Manchester",ahmed992,Paid,"Operating Systems, Software Engineering, Statistics Fundamentals","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.18, 3.73","New course material uploaded, Exam schedule released"
S4250,Omar,Jones,student3250@university.com,Male,18,Mathematics,58.27,78.54,79.24,82.59,99.51,16.4,51.21,70.1135,C,21.6,Yes,Yes,Master's,High,10,5.3,07410404315,"138 Church Lane, Liverpool",omar471,Pending,"Statistics Fundamentals, Software Engineering","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.66, 4.0","Attendance warning, Exam schedule released"
S4251,Omar,Johnson,student3251@university.com,Male,20,Engineering,82.46,93.22,82.38,57.65,99.25,72.4,67.42,76.9965,C,5.7,No,Yes,,High,2,4.2,07668513538,"85 Mill Road, London",omar519,Paid,"Linear Algebra, Data Structures, Software Engineering","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.77, 2.19, 2.3","Library book due, New course material uploaded"
S4252,Ali,Johnson,student3252@university.com,Male,19,CS,62.21,52.02,82.4,73.61,79.32,18.5,73.9,70.4715,C,27.4,Yes,Yes,Bachelor's,Medium,6,8.4,07148374755,"106 High Street, Liverpool",ali989,Paid,"Data Structures, Calculus Vol 1",Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.87, 3.01",None
S4253,Omar,Davis,student3253@university.com,Male,22,Business,95.18,54.76,97.89,54.72,51.7,97.5,82.23,75.60849999999999,C,19.5,No,No,,High,6,5.2,07803090168,"149 Mill Road, Manchester",omar945,Pending,"Database Systems, Operating Systems, Introduction to Python",Practical - 2026-09-15,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.89, 2.19","Library book due, Assignment deadline tomorrow"
S4254,Liam,Jones,student3254@university.com,Female,18,Business,54.97,97.17,60.79,80.1,69.81,36.7,75.31,73.197,C,28.0,No,Yes,Bachelor's,High,10,4.3,07564717784,"97 Queen Street, Liverpool",liam459,Pending,Operating Systems,"Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.58, 3.63, 2.54, 2.81",Library book due
S4255,Sara,Jones,student3255@university.com,Male,21,Business,82.81,48.11,92.72,92.75,96.86,41.2,57.6,73.33500000000001,C,29.1,Yes,No,,Low,3,8.8,07019027169,"93 Mill Road, Manchester",sara185,Paid,Introduction to Python,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.99, 2.6","Library book due, New course material uploaded"
S4256,Emma,Smith,student3256@university.com,Female,21,Mathematics,89.55,51.47,41.31,86.88,64.42,40.5,96.61,68.53,D,16.7,Yes,No,Master's,High,8,6.4,07883716115,"98 Station Road, Newcastle",emma826,Paid,Database Systems,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.24, 2.29, 2.68, 2.93","New course material uploaded, Library book due"
S4257,Emma,Davis,student3257@university.com,Male,21,CS,67.75,65.23,57.29,68.91,99.96,81.6,82.51,73.27250000000001,C,27.9,Yes,Yes,Bachelor's,High,5,6.0,07866861199,"104 Oak Street, Birmingham",emma966,Paid,Database Systems,"Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.15, 2.98, 2.31","Fee due next week, Exam schedule released"
S4258,Ali,Davis,student3258@university.com,Male,22,Business,97.71,75.38,42.92,99.69,54.22,21.8,65.85,63.25749999999999,D,14.1,Yes,No,Bachelor's,High,4,8.6,07767598332,"36 High Street, Liverpool",ali979,Paid,None,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.51, 3.9, 4.0",None
S4259,Omar,Williams,student3259@university.com,Female,22,Business,92.54,76.23,79.07,83.15,78.41,83.10000000000001,98.3,85.1605,B,11.5,Yes,No,,High,4,6.7,07617050583,"71 Church Lane, Bristol",omar374,Paid,Introduction to Python,"Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.78, 3.78, 3.86, 3.44",Exam schedule released
S4260,Liam,Davis,student3260@university.com,Female,20,Business,64.73,57.52,46.05,90.76,75.77,65.7,94.13,72.8555,C,6.8,No,No,PhD,High,5,5.4,07534581956,"27 Church Lane, Leeds",liam706,Pending,"Database Systems, Software Engineering, Linear Algebra",Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.11,None
S4261,Maria,Johnson,student3261@university.com,Male,24,Engineering,50.38,95.24,90.74,83.48,62.77,22.0,57.17,74.021,C,16.3,Yes,No,PhD,Low,10,8.0,07572853533,"116 Oak Street, Sheffield",maria716,Pending,"Operating Systems, Introduction to Python, Computer Networks","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.28, 2.86, 2.62","Assignment deadline tomorrow, New course material uploaded"
S4262,Ali,Smith,student3262@university.com,Male,20,Business,64.83,94.91,78.8,99.47,97.43,6.5,82.77,83.756,B,22.2,No,Yes,,Low,4,5.4,07998242662,"51 Church Lane, Birmingham",ali563,Paid,"Operating Systems, Database Systems","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.99,Fee due next week
S4263,Liam,Jones,student3263@university.com,Female,20,Engineering,64.07,63.52,41.73,91.07,80.96,77.5,78.0,68.99199999999999,D,29.4,Yes,No,High School,Medium,6,6.2,07177580158,"76 Main Road, Liverpool",liam451,Pending,"Introduction to Python, Data Structures, Calculus Vol 1",Midterm - 2026-08-10,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.59, 3.3, 2.6",Attendance warning
S4264,Maria,Davis,student3264@university.com,Female,23,Business,94.5,66.06,82.89,75.97,61.51,21.9,59.64,67.16499999999999,D,18.0,Yes,Yes,,High,8,8.0,07466879303,"40 Station Road, Leeds",maria308,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.94, 2.74, 2.28, 2.2",Exam schedule released
S4265,Liam,Smith,student3265@university.com,Female,21,Business,98.36,82.15,91.72,68.34,69.2,88.9,61.67,75.3695,C,23.4,Yes,Yes,Master's,High,2,8.7,07028532727,"31 Queen Street, Newcastle",liam765,Pending,"Introduction to Python, Statistics Fundamentals, Linear Algebra","Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.9, 3.88, 2.54",None
S4266,Maria,Davis,student3266@university.com,Female,22,Business,53.52,79.78,79.67,84.11,86.06,13.0,78.19,77.214,C,27.4,No,No,Master's,Low,7,7.0,07669834515,"121 Church Lane, Sheffield",maria135,Pending,None,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.64,"Exam schedule released, Attendance warning"
S4267,John,Jones,student3267@university.com,Male,21,Engineering,73.56,62.94,41.83,79.51,64.88,61.6,66.06,61.211,D,18.6,No,No,High School,Medium,6,6.5,07025285461,"38 Park Avenue, Birmingham",john171,Paid,None,Practical - 2026-09-15,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.06, 3.56, 3.09, 3.92",Exam schedule released
S4268,Liam,Brown,student3268@university.com,Male,20,Business,77.42,64.85,91.48,81.47,93.98,69.2,91.74,85.19800000000001,B,9.2,No,Yes,PhD,High,4,4.4,07308730897,"26 Park Avenue, Sheffield",liam403,Pending,"Statistics Fundamentals, Computer Networks, Algorithms Design",Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.6, 2.4, 3.17, 3.8",None
S4269,Emma,Jones,student3269@university.com,Male,22,CS,54.65,60.88,83.95,67.15,58.28,65.8,54.89,65.777,D,26.2,Yes,Yes,Master's,Low,2,7.1,07207382777,"34 Main Road, Newcastle",emma365,Paid,None,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.88, 2.12, 2.57, 3.3",None
S4270,Ahmed,Jones,student3270@university.com,Male,19,Business,68.87,54.12,62.71,71.44,63.23,31.6,95.7,71.1245,C,19.4,No,No,Master's,Low,1,5.6,07711842527,"50 Main Road, London",ahmed494,Paid,None,Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.46, 3.41, 2.55, 2.17",Library book due
S4271,Omar,Jones,student3271@university.com,Male,18,Engineering,65.85,67.49,59.72,77.9,57.24,87.6,92.03,74.45150000000001,C,24.0,No,Yes,Bachelor's,High,8,6.6,07863090071,"60 Church Lane, Newcastle",omar867,Paid,None,"Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.09, 2.38","New course material uploaded, Fee due next week"
S4272,Maria,Davis,student3272@university.com,Female,18,Engineering,76.8,81.19,68.79,91.96,55.21,77.0,86.93,78.62,C,21.5,No,No,Bachelor's,High,8,7.7,07210242344,"53 Main Road, Newcastle",maria317,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.48, 2.96, 2.33, 2.43","Library book due, Exam schedule released"
S4273,John,Williams,student3273@university.com,Female,20,CS,83.06,84.52,92.03,88.15,65.02,51.0,63.13,76.899,C,6.5,Yes,Yes,High School,Medium,9,7.2,07730577719,"84 Main Road, London",john349,Paid,Introduction to Python,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.43, 3.93",Fee due next week
S4274,Liam,Jones,student3274@university.com,Female,24,Mathematics,85.17,86.73,55.12,55.93,99.96,60.3,85.75,73.915,C,9.2,No,Yes,Master's,Low,5,4.5,07619971659,"46 Mill Road, Leeds",liam657,Paid,None,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.34,Attendance warning
S4275,Emma,Johnson,student3275@university.com,Male,21,CS,56.84,62.48,46.06,62.28,54.72,56.6,71.94,60.113,D,12.2,No,No,,Low,9,6.0,07656676409,"144 Mill Road, London",emma367,Pending,"Statistics Fundamentals, Database Systems","Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.7, 2.85, 2.69, 2.28","New course material uploaded, Library book due"
S4276,Ahmed,Johnson,student3276@university.com,Female,19,CS,90.65,85.88,91.88,51.33,60.65,94.7,81.69,78.85849999999999,C,12.1,Yes,Yes,PhD,High,4,5.0,07968334400,"130 High Street, Leeds",ahmed429,Pending,Operating Systems,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.55, 2.45, 2.03, 3.05","Fee due next week, Exam schedule released"
S4277,Maria,Smith,student3277@university.com,Male,22,Engineering,83.93,40.39,41.58,50.4,63.58,89.60000000000001,65.63,54.5405,F,26.0,No,Yes,High School,High,10,4.8,07952242653,"44 Queen Street, Manchester",maria432,Paid,None,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.18, 3.3, 3.59, 3.33",None
S4278,Liam,Williams,student3278@university.com,Male,24,Business,94.45,68.62,94.66,61.22,80.96,23.5,91.79,79.949,C,20.0,Yes,Yes,,Low,4,5.1,07793221914,"7 Church Lane, Bristol",liam390,Pending,None,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.97, 2.08",None
S4279,Liam,Smith,student3279@university.com,Male,21,Business,72.47,87.63,58.34,89.97,87.27,26.3,52.03,66.87599999999999,D,7.1,No,No,,Medium,5,8.6,07390705473,"54 Mill Road, Manchester",liam441,Pending,"Algorithms Design, Introduction to Python","Practical - 2026-09-15, Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.73, 2.66",None
S4280,Maria,Johnson,student3280@university.com,Female,20,Mathematics,94.69,77.8,70.49,95.24,87.6,98.1,84.57,82.61449999999999,B,14.7,No,No,High School,Low,3,7.6,07601579115,"56 Mill Road, Liverpool",maria918,Paid,"Statistics Fundamentals, Computer Networks, Linear Algebra",Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.41, 3.33, 2.12",None
S4281,Ali,Johnson,student3281@university.com,Male,21,Mathematics,93.29,68.44,47.94,69.59,50.43,23.700000000000003,91.43,66.34649999999999,D,18.9,Yes,Yes,High School,Medium,5,8.5,07010162600,"52 Church Lane, Leeds",ali103,Paid,None,Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.96, 2.72","Library book due, Attendance warning"
S4282,Ali,Brown,student3282@university.com,Male,20,Mathematics,71.92,78.68,94.14,78.16,82.59,95.3,82.32,84.781,B,11.3,No,Yes,Master's,Medium,5,6.5,07802658934,"17 Queen Street, Manchester",ali191,Paid,"Calculus Vol 1, Computer Networks, Linear Algebra",Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.53, 2.57","Assignment deadline tomorrow, New course material uploaded"
S4283,Emma,Jones,student3283@university.com,Female,23,Mathematics,69.06,94.42,84.99,85.3,81.54,65.0,59.6,77.4895,C,6.0,Yes,Yes,PhD,Medium,10,4.0,07759783354,"17 Station Road, Leeds",emma228,Paid,None,"Practical - 2026-09-15, Midterm - 2026-08-10, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.82, 3.07, 3.49, 3.69",Library book due
S4284,Ahmed,Johnson,student3284@university.com,Male,18,CS,96.64,73.98,95.45,97.65,75.88,5.0,64.25,76.72,C,14.5,No,No,Master's,Low,4,4.2,07883571921,"51 Mill Road, Sheffield",ahmed771,Pending,"Linear Algebra, Operating Systems","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.64, 2.78","Assignment deadline tomorrow, Attendance warning"
S4285,Maria,Davis,student3285@university.com,Female,24,CS,85.76,87.99,80.99,95.65,68.96,33.6,75.75,79.0945,C,16.5,Yes,Yes,,High,5,4.7,07496791463,"115 Main Road, Bristol",maria245,Paid,"Algorithms Design, Introduction to Python","Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.0,Library book due
S4286,Emma,Davis,student3286@university.com,Male,18,Business,96.41,98.84,51.08,52.86,89.87,47.6,66.47,66.833,D,27.6,No,No,Master's,High,5,7.9,07866432031,"67 High Street, Leeds",emma243,Paid,"Operating Systems, Calculus Vol 1","Practical - 2026-09-15, Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.04, 2.79",None
S4287,Emma,Smith,student3287@university.com,Female,21,CS,89.85,82.33,58.5,62.41,67.19,83.3,50.25,62.295,D,27.7,No,Yes,Master's,Low,9,5.0,07726652824,"130 Park Avenue, Bristol",emma175,Paid,Calculus Vol 1,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.38, 2.93, 3.07, 3.74",None
S4288,Sara,Smith,student3288@university.com,Male,19,Business,80.46,74.4,69.21,52.46,61.5,32.9,52.03,59.7355,F,17.5,Yes,No,PhD,Medium,1,4.5,07685492724,"78 Main Road, Newcastle",sara731,Pending,None,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.9, 3.21, 3.92, 2.91",Exam schedule released
S4289,Liam,Jones,student3289@university.com,Male,22,Business,55.79,42.25,76.44,80.83,65.5,31.1,88.39,72.194,C,16.8,Yes,No,Bachelor's,Low,7,8.3,07000208601,"106 Park Avenue, Birmingham",liam803,Paid,Software Engineering,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.44,None
